80040 silly lifecycle ansi-html@0.0.7~preinstall: no script for preinstall, continuing
88725 info lifecycle uuid@3.0.1~install: uuid@3.0.1
88726 silly lifecycle uuid@3.0.1~install: no script for install, continuing
88727 silly install verror@1.3.6 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/verror-7f0608dc
88728 info lifecycle verror@1.3.6~install: verror@1.3.6
88729 silly lifecycle verror@1.3.6~install: no script for install, continuing
88730 silly install jsprim@1.3.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/jsprim-c6578b43
88731 info lifecycle jsprim@1.3.1~install: jsprim@1.3.1
88732 silly lifecycle jsprim@1.3.1~install: no script for install, continuing
88733 silly install http-signature@1.1.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/http-signature-ace8b536
88734 info lifecycle http-signature@1.1.1~install: http-signature@1.1.1
88735 silly lifecycle http-signature@1.1.1~install: no script for install, continuing
88736 silly install wide-align@1.1.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/wide-align-9dd3747a
88737 info lifecycle wide-align@1.1.0~install: wide-align@1.1.0
88738 silly lifecycle wide-align@1.1.0~install: no script for install, continuing
88739 silly install gauge@2.7.3 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/gauge-6fbd35cc
88740 info lifecycle gauge@2.7.3~install: gauge@2.7.3
88741 silly lifecycle gauge@2.7.3~install: no script for install, continuing
88742 silly install npmlog@4.0.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/npmlog-3e9515db
88743 info lifecycle npmlog@4.0.2~install: npmlog@4.0.2
88744 silly lifecycle npmlog@4.0.2~install: no script for install, continuing
88745 silly install wrappy@1.0.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/wrappy-0d20f18a
88746 info lifecycle wrappy@1.0.2~install: wrappy@1.0.2
88747 silly lifecycle wrappy@1.0.2~install: no script for install, continuing
88748 silly install once@1.4.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/once-eb8910fc
88749 info lifecycle once@1.4.0~install: once@1.4.0
88750 silly lifecycle once@1.4.0~install: no script for install, continuing
88751 silly install inflight@1.0.6 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/inflight-6e90627e
88752 info lifecycle inflight@1.0.6~install: inflight@1.0.6
88753 silly lifecycle inflight@1.0.6~install: no script for install, continuing
88754 silly install glob@7.1.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/glob-655b7007
88755 info lifecycle glob@7.1.1~install: glob@7.1.1
88756 silly lifecycle glob@7.1.1~install: no script for install, continuing
88757 silly install rimraf@2.5.4 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/rimraf-b7fdcd91
88758 info lifecycle rimraf@2.5.4~install: rimraf@2.5.4
88759 silly lifecycle rimraf@2.5.4~install: no script for install, continuing
88760 silly install fstream@1.0.10 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/fstream-5ea3e96f
88761 info lifecycle fstream@1.0.10~install: fstream@1.0.10
88762 silly lifecycle fstream@1.0.10~install: no script for install, continuing
88763 silly install fstream-ignore@1.0.5 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/fstream-ignore-5f377fa8
88764 info lifecycle fstream-ignore@1.0.5~install: fstream-ignore@1.0.5
88765 silly lifecycle fstream-ignore@1.0.5~install: no script for install, continuing
88766 silly install tar@2.2.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/tar-0ddbbe62
88767 info lifecycle tar@2.2.1~install: tar@2.2.1
88768 silly lifecycle tar@2.2.1~install: no script for install, continuing
88769 silly install once@1.3.3 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/once-04a1a869
88770 info lifecycle once@1.3.3~install: once@1.3.3
88771 silly lifecycle once@1.3.3~install: no script for install, continuing
88772 silly install tar-pack@3.3.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/tar-pack-c2f9232c
88773 info lifecycle tar-pack@3.3.0~install: tar-pack@3.3.0
88774 silly lifecycle tar-pack@3.3.0~install: no script for install, continuing
88775 silly install xtend@4.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/xtend-5e3119d6
88776 info lifecycle xtend@4.0.1~install: xtend@4.0.1
88777 silly lifecycle xtend@4.0.1~install: no script for install, continuing
88778 silly install is-my-json-valid@2.15.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/is-my-json-valid-aeba64ec
88779 info lifecycle is-my-json-valid@2.15.0~install: is-my-json-valid@2.15.0
88780 silly lifecycle is-my-json-valid@2.15.0~install: no script for install, continuing
88781 silly install har-validator@2.0.6 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/har-validator-9bd488d1
88782 info lifecycle har-validator@2.0.6~install: har-validator@2.0.6
88783 silly lifecycle har-validator@2.0.6~install: no script for install, continuing
88784 silly install request@2.79.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/request-2fe25570
88785 info lifecycle request@2.79.0~install: request@2.79.0
88786 silly lifecycle request@2.79.0~install: no script for install, continuing
88787 silly install node-pre-gyp@0.6.33 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/node-pre-gyp-51b9800c
88788 info lifecycle node-pre-gyp@0.6.33~install: node-pre-gyp@0.6.33
88789 silly lifecycle node-pre-gyp@0.6.33~install: no script for install, continuing
88790 silly install isarray@0.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/isarray-1788ba42
88791 info lifecycle isarray@0.0.1~install: isarray@0.0.1
88792 silly lifecycle isarray@0.0.1~install: no script for install, continuing
88793 silly install string_decoder@0.10.31 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/string_decoder-f8a16333
88794 info lifecycle string_decoder@0.10.31~install: string_decoder@0.10.31
88795 silly lifecycle string_decoder@0.10.31~install: no script for install, continuing
88796 silly install function-bind@1.1.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/function-bind-902a8c0d
88797 info lifecycle function-bind@1.1.0~install: function-bind@1.1.0
88798 silly lifecycle function-bind@1.1.0~install: no script for install, continuing
88799 silly install generate-function@2.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/generate-function-2d30b484
88800 info lifecycle generate-function@2.0.0~install: generate-function@2.0.0
88801 silly lifecycle generate-function@2.0.0~install: no script for install, continuing
88802 silly install get-caller-file@1.0.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/get-caller-file-7d3df5d4
88803 info lifecycle get-caller-file@1.0.2~install: get-caller-file@1.0.2
88804 silly lifecycle get-caller-file@1.0.2~install: no script for install, continuing
88805 silly install get-stdin@4.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/get-stdin-0fa06622
88806 info lifecycle get-stdin@4.0.1~install: get-stdin@4.0.1
88807 silly lifecycle get-stdin@4.0.1~install: no script for install, continuing
88808 silly install assert-plus@1.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/assert-plus-ab64aa95
88809 info lifecycle assert-plus@1.0.0~install: assert-plus@1.0.0
88810 silly lifecycle assert-plus@1.0.0~install: no script for install, continuing
88811 silly install getpass@0.1.6 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/getpass-efd21460
88812 info lifecycle getpass@0.1.6~install: getpass@0.1.6
88813 silly lifecycle getpass@0.1.6~install: no script for install, continuing
88814 silly install globals@9.17.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/globals-c92a0fa1
88815 info lifecycle globals@9.17.0~install: globals@9.17.0
88816 silly lifecycle globals@9.17.0~install: no script for install, continuing
88817 silly install graceful-fs@4.1.11 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/graceful-fs-d30b17e7
88818 info lifecycle graceful-fs@4.1.11~install: graceful-fs@4.1.11
88819 silly lifecycle graceful-fs@4.1.11~install: no script for install, continuing
88820 silly install graceful-readlink@1.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/graceful-readlink-b447996a
88821 info lifecycle graceful-readlink@1.0.1~install: graceful-readlink@1.0.1
88822 silly lifecycle graceful-readlink@1.0.1~install: no script for install, continuing
88823 silly install commander@2.9.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/commander-d9c7e76d
88824 info lifecycle commander@2.9.0~install: commander@2.9.0
88825 silly lifecycle commander@2.9.0~install: no script for install, continuing
88826 silly install growl@1.9.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/growl-47efc576
88827 info lifecycle growl@1.9.2~install: growl@1.9.2
88828 silly lifecycle growl@1.9.2~install: no script for install, continuing
88829 silly install gzip-size@3.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/gzip-size-f61e5129
88830 info lifecycle gzip-size@3.0.0~install: gzip-size@3.0.0
88831 silly lifecycle gzip-size@3.0.0~install: no script for install, continuing
88832 silly install async@1.5.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/async-b2aff13a
88833 info lifecycle async@1.5.2~install: async@1.5.2
88834 silly lifecycle async@1.5.2~install: no script for install, continuing
88835 silly install source-map@0.4.4 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/source-map-6682c4be
88836 info lifecycle source-map@0.4.4~install: source-map@0.4.4
88837 silly lifecycle source-map@0.4.4~install: no script for install, continuing
88838 silly install has@1.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/has-86eaab25
88839 info lifecycle has@1.0.1~install: has@1.0.1
88840 silly lifecycle has@1.0.1~install: no script for install, continuing
88841 silly install colormin@1.1.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/colormin-e0eeced5
88842 info lifecycle colormin@1.1.2~install: colormin@1.1.2
88843 silly lifecycle colormin@1.1.2~install: no script for install, continuing
88844 silly install has-ansi@2.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/has-ansi-e4a9fb79
88845 info lifecycle has-ansi@2.0.0~install: has-ansi@2.0.0
88846 silly lifecycle has-ansi@2.0.0~install: no script for install, continuing
88847 silly install isarray@0.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/isarray-7b0e6608
88848 info lifecycle isarray@0.0.1~install: isarray@0.0.1
88849 silly lifecycle isarray@0.0.1~install: no script for install, continuing
88850 silly install has-binary@0.1.7 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/has-binary-e78554e9
88851 info lifecycle has-binary@0.1.7~install: has-binary@0.1.7
88852 silly lifecycle has-binary@0.1.7~install: no script for install, continuing
88853 silly install has-cors@1.1.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/has-cors-8c5cf48b
88854 info lifecycle has-cors@1.1.0~install: has-cors@1.1.0
88855 silly lifecycle has-cors@1.1.0~install: no script for install, continuing
88856 silly install has-flag@1.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/has-flag-2e3a0989
88857 info lifecycle has-flag@1.0.0~install: has-flag@1.0.0
88858 silly lifecycle has-flag@1.0.0~install: no script for install, continuing
88859 silly install hash-sum@1.0.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/hash-sum-a7e9c48a
88860 info lifecycle hash-sum@1.0.2~install: hash-sum@1.0.2
88861 silly lifecycle hash-sum@1.0.2~install: no script for install, continuing
88862 silly install he@1.1.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/he-a31be796
88863 info lifecycle he@1.1.1~install: he@1.1.1
88864 silly lifecycle he@1.1.1~install: no script for install, continuing
88865 silly install hoek@2.16.3 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/hoek-ea9f7382
88866 info lifecycle hoek@2.16.3~install: hoek@2.16.3
88867 silly lifecycle hoek@2.16.3~install: no script for install, continuing
88868 silly install boom@2.10.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/boom-633a6287
88869 info lifecycle boom@2.10.1~install: boom@2.10.1
88870 silly lifecycle boom@2.10.1~install: no script for install, continuing
88871 silly install cryptiles@2.0.5 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/cryptiles-15d7c79a
88872 info lifecycle cryptiles@2.0.5~install: cryptiles@2.0.5
88873 silly lifecycle cryptiles@2.0.5~install: no script for install, continuing
88874 silly install hosted-git-info@2.4.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/hosted-git-info-be639072
88875 info lifecycle hosted-git-info@2.4.2~install: hosted-git-info@2.4.2
88876 silly lifecycle hosted-git-info@2.4.2~install: no script for install, continuing
88877 silly install html-comment-regex@1.1.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/html-comment-regex-dde52b9b
88878 info lifecycle html-comment-regex@1.1.1~install: html-comment-regex@1.1.1
88879 silly lifecycle html-comment-regex@1.1.1~install: no script for install, continuing
88880 silly install html-entities@1.2.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/html-entities-e9962acb
88881 info lifecycle html-entities@1.2.0~install: html-entities@1.2.0
88882 silly lifecycle html-entities@1.2.0~install: no script for install, continuing
88883 silly install bluebird@3.5.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/bluebird-3de079aa
88884 info lifecycle bluebird@3.5.0~install: bluebird@3.5.0
88885 silly lifecycle bluebird@3.5.0~install: no script for install, continuing
88886 silly install inherits@2.0.3 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/inherits-f8080065
88887 info lifecycle inherits@2.0.3~install: inherits@2.0.3
88888 silly lifecycle inherits@2.0.3~install: no script for install, continuing
88889 silly install is-extglob@2.1.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/is-extglob-8e91ec7a
88890 info lifecycle is-extglob@2.1.1~install: is-extglob@2.1.1
88891 silly lifecycle is-extglob@2.1.1~install: no script for install, continuing
88892 silly install is-glob@3.1.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/is-glob-9c57bcd9
88893 info lifecycle is-glob@3.1.0~install: is-glob@3.1.0
88894 silly lifecycle is-glob@3.1.0~install: no script for install, continuing
88895 silly install https-browserify@0.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/https-browserify-173d9920
88896 info lifecycle https-browserify@0.0.1~install: https-browserify@0.0.1
88897 silly lifecycle https-browserify@0.0.1~install: no script for install, continuing
88898 silly install iconv-lite@0.4.15 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/iconv-lite-209acc5c
88899 info lifecycle iconv-lite@0.4.15~install: iconv-lite@0.4.15
88900 silly lifecycle iconv-lite@0.4.15~install: no script for install, continuing
88901 silly install icss-replace-symbols@1.0.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/icss-replace-symbols-4bcd6fe5
88902 info lifecycle icss-replace-symbols@1.0.2~install: icss-replace-symbols@1.0.2
88903 silly lifecycle icss-replace-symbols@1.0.2~install: no script for install, continuing
88904 silly install ieee754@1.1.8 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/ieee754-49306a25
88905 info lifecycle ieee754@1.1.8~install: ieee754@1.1.8
88906 silly lifecycle ieee754@1.1.8~install: no script for install, continuing
88907 silly install ignore@3.2.7 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/ignore-fc01c806
88908 info lifecycle ignore@3.2.7~install: ignore@3.2.7
88909 silly lifecycle ignore@3.2.7~install: no script for install, continuing
88910 silly install imurmurhash@0.1.4 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/imurmurhash-890ca251
88911 info lifecycle imurmurhash@0.1.4~install: imurmurhash@0.1.4
88912 silly lifecycle imurmurhash@0.1.4~install: no script for install, continuing
